ViewYN,PoolPrivateYN,ListingKey,CloseDate,ClosePrice,Latitude,Longitude,UnparsedAddress,LivingArea,DaysOnMarket,AssociationFeeFrequency,ListingKeyNumeric,MLSAreaMajor,ElementarySchool,AttachedGarageYN,ParkingTotal,SubdivisionName,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,ListingContractDate,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,ViewYN_was_missing,PoolPrivateYN_was_missing,AttachedGarageYN_was_missing,YearBuilt_was_missing,StreetNumberNumeric_was_missing,FireplaceYN_was_missing,NewConstructionYN_was_missing,GarageSpaces_was_missing,AssociationFee_was_missing,"Flooring_,",Flooring_B,Flooring_C,Flooring_L,Flooring_R,Flooring_S,Flooring_T,Flooring_U,Flooring_V,Flooring_W,Flooring_a,Flooring_b,Flooring_c,Flooring_d,Flooring_e,Flooring_i,Flooring_k,Flooring_l,Flooring_m,Flooring_n,Flooring_o,Flooring_p,Flooring_r,Flooring_s,Flooring_t,Flooring_w,Flooring_y,"Levels_,",Levels_M,Levels_O,Levels_S,Levels_T,Levels_e,Levels_h,Levels_i,Levels_l,Levels_n,Levels_o,Levels_p,Levels_r,Levels_t,Levels_u,Levels_w,CountyOrParish_Butte,CountyOrParish_Calaveras,CountyOrParish_Colusa,CountyOrParish_Contra Costa,CountyOrParish_El Dorado,CountyOrParish_Fresno,CountyOrParish_Glenn,CountyOrParish_Humboldt,CountyOrParish_Imperial,CountyOrParish_Kern,CountyOrParish_Kings,CountyOrParish_Lake,CountyOrParish_Lassen,CountyOrParish_Los Angeles,CountyOrParish_Madera,CountyOrParish_Mariposa,CountyOrParish_Mendocino,CountyOrParish_Merced,CountyOrParish_Monterey,CountyOrParish_Napa,CountyOrParish_Nevada,CountyOrParish_Orange,CountyOrParish_Other,CountyOrParish_Placer,CountyOrParish_Plumas,CountyOrParish_Riverside,CountyOrParish_Sacramento,CountyOrParish_San Benito,CountyOrParish_San Bernardino,CountyOrParish_San Diego,CountyOrParish_San Francisco,CountyOrParish_San Joaquin,CountyOrParish_San Luis Obispo,CountyOrParish_San Mateo,CountyOrParish_Santa Barbara,CountyOrParish_Santa Clara,CountyOrParish_Santa Cruz,CountyOrParish_Shasta,CountyOrParish_Siskiyou,CountyOrParish_Solano,CountyOrParish_Sonoma,CountyOrParish_Stanislaus,CountyOrParish_Sutter,CountyOrParish_Tehama,CountyOrParish_Tulare,CountyOrParish_Tuolumne,CountyOrParish_Ventura,CountyOrParish_Yolo,CountyOrParish_Yuba,StateOrProvince_CA,StateOrProvince_FL,City_Apple Valley,City_Bakersfield,City_Banning,City_Beaumont,City_Chico,City_Chino,City_Chino Hills,City_Corona,City_Fontana,City_Fullerton,City_Garden Grove,City_Hemet,City_Hesperia,City_Huntington Beach,City_Irvine,City_Jurupa Valley,City_Lake Elsinore,City_Lake Forest,City_Lakewood,City_Lancaster,City_Long Beach,City_Los Angeles,City_Menifee,City_Merced,City_Mission Viejo,City_Moreno Valley,City_Murrieta,City_Oceanside,City_Ontario,City_Orange,City_Other,City_Palmdale,City_Perris,City_Rancho Cucamonga,City_Redlands,City_Riverside,City_San Bernardino,City_San Diego,City_San Jacinto,City_Santa Ana,City_Santa Maria,City_Temecula,City_Torrance,City_Upland,City_Valencia,City_Victorville,City_Whittier,City_Winchester,City_Yorba Linda,City_Yucaipa
1,0,1112978988,2025-05-27,1275000.0,35.172844,-120.700433,280 Brisa Court,-0.8899117864810361,-0.7728229015233646,1,1112978988,SLBH - Shell Beach,Unknown,1,2.0,Unknown,1985.0,280.0,SC25100286,2.0,2.0,2025-05-27,2025-05-13,2025-05-05,Unknown,1,1.0,Unknown,2.0,0,2.0,San Luis Coastal Unified,93449,0.6172813091543191,-0.2345990862042132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1112962623,2025-05-28,1750000.0,33.703873,-117.969721,17830 Winterberry Street,0.7228727743270731,-0.7728229015233646,0,1112962623,16 - Fountain Valley / Northeast HB,Tamura,1,2.5,La Linda (Magnolia & Slater) (LALI),1969.0,17830.0,OC25091668,3.0,5.0,2025-05-28,2025-05-13,2025-04-22,Fulton,1,2.0,Fountain Valley,3.0,0,2.5,Huntington Beach Union High,92708,-0.3639251072655531,-0.24427529844577034,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1112957769,2025-05-30,790000.0,32.744281,-117.074202,3536 Day Street,-0.6438938026289516,-0.7497800032095483,0,1112957769,92105 - East San Diego,Unknown,1,4.0,Unknown,1969.0,3536.0,NDP2504524,2.0,3.0,2025-05-30,2025-05-14,2025-04-06,Unknown,1,1.0,Unknown,3.0,0,2.0,San Diego Unified,92105,-0.3639251072655531,-0.32053022207779475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112956619,2025-05-27,2200000.0,33.671468,-117.941822,2030 Goldeneye Place,1.5312175784124935,-0.7958657998371811,0,1112956619,C1 - Mesa Verde,Unknown,1,3.0,other,1968.0,2030.0,OC25101284,3.0,4.0,2025-05-27,2025-05-12,2025-05-08,Unknown,1,2.0,Unknown,2.0,0,3.0,Newport Mesa Unified,92626,-0.3639251072655531,-0.2681671805236892,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112956189,2025-05-29,1741250.0,32.730528,-117.21949,2766 Laning Road,0.5067934869225968,-0.726737104895732,1,1112956189,92106 - Point Loma,Unknown,1,2.0,Unknown,2004.0,2766.0,NDP2504522,3.0,3.0,2025-05-29,2025-05-15,2025-05-08,Unknown,1,2.0,Unknown,0.0,0,2.0,San Diego Unified,92106,0.6418114695648159,-0.43258314902323425,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112940306,2025-05-30,2100000.0,33.764285,-118.37663700000002,29353 Whitley Collins Drive,0.6929340778794649,-0.8189086981509974,0,1112940306,174 - Crest,Soleado,1,2.0,Unknown,1963.0,29353.0,SB25101144,3.0,4.0,2025-05-30,2025-05-13,2025-05-08,Ridgecrest,1,2.0,Palos Verdes Peninsula,1.0,0,2.0,Palos Verdes Peninsula Unified,90275,-0.3639251072655531,-0.1681796540275987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112938438,2025-05-30,862000.0,32.859199,-116.95131299999998,11249 Callio Way,-0.2703109382609715,-0.8419515964648139,0,1112938438,92040 - Lakeside,Unknown,1,7.0,Unknown,2001.0,11249.0,PTP2503323,3.0,3.0,2025-05-30,2025-05-10,2025-05-08,Unknown,1,2.0,Unknown,0.0,0,3.0,Grossmont Union,92040,-0.3639251072655531,-0.2742994302570217,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112932889,2025-05-23,555000.0,33.689171,-117.155944,29835 Camino Cristal,-0.7636485884193842,-0.7958657998371811,1,1112932889,SRCAR - Southwest Riverside County,Unknown,1,2.0,Unknown,1989.0,29835.0,AR25101374,2.0,3.0,2025-05-23,2025-05-11,2025-05-07,Unknown,1,1.0,Unknown,3.0,0,2.0,Menifee Union,92584,0.24932890299686705,-0.3060756334206538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112931432,2025-05-22,985000.0,33.819355,-117.843544,1894 N Silverwood Street,-0.17789148400965937,-0.7728229015233646,0,1112931432,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",Taft,1,2.0,Other,1963.0,1894.0,PW25099826,2.0,3.0,2025-05-22,2025-05-12,2025-05-07,Cerro Villa,1,1.0,Villa Park,3.0,0,2.0,Orange Unified,92865,-0.3639251072655531,-0.1982037858388501,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112928451,2025-05-22,335000.0,39.524493,-121.533578,165 Acacia Avenue,0.14102071728007973,-0.7958657998371811,0,1112928451,Unknown,Unknown,0,0.0,Unknown,1954.0,165.0,OR25101966,2.0,3.0,2025-05-22,2025-05-11,2025-05-07,Unknown,1,1.0,Unknown,3.0,0,0.0,Oroville Union,95966,-0.3639251072655531,-0.011209988775671717,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112927679,2025-05-29,1525000.0,33.816734999999994,-118.357972,4202 Calle Mayor,0.0004390122217457626,-0.8419515964648139,0,1112927679,129 - South Torrance,Arnold,1,2.0,Unknown,1960.0,4202.0,SB25092017,2.0,3.0,2025-05-29,2025-05-09,2025-05-07,Calle Mayor,1,1.0,South,3.0,0,2.0,Torrance Unified,90505,-0.3639251072655531,-0.2893114961626474,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1112926886,2025-05-20,700000.0,32.744727000000005,-117.05779,3510 MERIDIAN AVE,-1.4782722557992485,-0.7728229015233646,0,1112926886,92115 - San Diego,Unknown,1,3.0,Unknown,1952.0,3510.0,PTP2503309,1.0,2.0,2025-05-20,2025-05-12,2025-05-07,Unknown,0,1.0,Unknown,2.0,0,1.0,San Diego Unified,92115,-0.3639251072655531,-0.292656359653556,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112926282,2025-05-29,1250000.0,33.896167999999996,-117.878098,2849 Amherst Avenue,-0.44473638712964514,-0.7728229015233646,0,1112926282,83 - Fullerton,Unknown,1,2.0,Other,1962.0,2849.0,PW25101815,2.0,3.0,2025-05-29,2025-05-12,2025-05-07,Unknown,1,1.0,Unknown,3.0,0,2.0,Fullerton Joint Union High,92831,-0.3639251072655531,-0.2066455841730481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112924496,2025-05-27,920000.0,34.156715000000005,-117.496325,14090 Glendale Court,-0.09458380693805404,-0.8649944947786302,0,1112924496,688 - Rancho Cucamonga,Unknown,1,9.0,Unknown,1998.0,14090.0,HD25101807,2.0,4.0,2025-05-27,2025-05-08,2025-05-07,Unknown,1,1.0,Unknown,4.0,0,3.0,Etiwanda,91739,-0.3639251072655531,-0.12541318510812394,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112921844,2025-05-23,1985000.0,33.765736,-118.149469,241 Euclid Avenue,1.0938522737865655,-0.7497800032095483,0,1112921844,"2 - Belmont Heights, Alamitos Heights",Unknown,0,2.0,Belmont Heights (BH),1927.0,241.0,OC25101624,4.0,4.0,2025-05-23,2025-05-13,2025-05-05,Fremont,0,2.0,Wilson,3.0,0,2.0,Long Beach Unified,90803,-0.3639251072655531,-0.20915423179122958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112883005,2025-05-27,862000.0,34.103421000000004,-117.69767,2380 Yasamin Place,0.5250170412820104,-0.7497800032095483,1,1112883005,690 - Upland,Cabrillo,1,2.0,Unknown,2017.0,2380.0,CV25061839,3.0,3.0,2025-05-27,2025-05-13,2025-05-07,Upland,0,2.0,Upland,0.0,0,2.0,Upland,91786,0.8587194129946341,-0.4129121661124144,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,1112882712,2025-05-28,464500.0,34.380974,-117.324201,15505 Via Cartagena Street,-0.40568591350233013,-0.7958657998371811,0,1112882712,HSP - Hesperia,Unknown,1,4.0,Unknown,1990.0,15505.0,CV25100987,2.0,3.0,2025-05-28,2025-05-13,2025-05-07,Unknown,1,1.0,Unknown,3.0,0,2.0,Hesperia Unified,92345,-0.3639251072655531,0.1919506484935651,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112871728,2025-05-23,1470000.0,33.790541,-118.082622,2941 Aceca Drive,-0.026896319317374733,-0.8419515964648139,0,1112871728,51 - Rossmoor,Unknown,1,2.0,Unknown,1957.0,2941.0,PW25100843,2.0,3.0,2025-05-23,2025-05-08,2025-05-06,Unknown,1,1.0,Unknown,3.0,0,2.0,Los Alamitos Unified,90720,-0.3639251072655531,-0.22496269376611924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112869823,2025-05-27,1675000.0,37.388679,-122.073954,230 Velarde Street,-1.3246737261984762,-0.6806513082680992,0,1112869823,Unknown,Edith Landels,1,1.0,Unknown,1946.0,230.0,SR25100113,1.0,2.0,2025-05-27,2025-05-15,2025-04-04,Unknown,1,1.0,Mountain View,2.0,0,1.0,Mountain View,94041,-0.3639251072655531,-0.3006203203461957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112869378,2025-05-29,1485000.0,33.512878,-117.731949,22779 Mariano Drive,-0.3562219802410645,-0.8419515964648139,1,1112869378,LNSMT - Summit,Unknown,1,2.0,Monarch Summit II (MS2),1976.0,22779.0,OC25100011,2.0,3.0,2025-05-29,2025-05-09,2025-04-07,Unknown,1,1.0,Unknown,3.0,0,2.0,Capistrano Unified,92677,3.211345772564356,-0.3884229869825475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112713790,2025-05-31,740000.0,33.388378,-117.253817,734 Ceramic Lane,-0.05162828594800756,-0.8419515964648139,0,1112713790,92028 - Fallbrook,Unknown,0,6.0,Fallbrook,1957.0,734.0,SW25099595,2.0,3.0,2025-05-31,2025-05-08,2025-05-01,Unknown,1,1.0,Unknown,3.0,0,0.0,Fallbrook Union,92028,-0.3639251072655531,-0.09793752071851723,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112704807,2025-05-30,545000.0,37.348456,-120.480974,756 Heitz Way,1.1641431263157325,-0.8189086981509974,0,1112704807,Unknown,Unknown,1,2.0,Unknown,2020.0,756.0,MC25099369,3.0,5.0,2025-05-30,2025-05-08,2025-05-05,Unknown,0,2.0,Unknown,1.0,0,2.0,Merced City,95348,-0.3639251072655531,-0.3125662613851551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112702649,2025-05-30,930000.0,34.255796999999994,-119.209469,2007 Alameda Avenue,-0.780570460324554,-0.8649944947786302,0,1112702649,Unknown,Unknown,0,1.0,Montalvo Heights - 0262,1960.0,2007.0,V1-29758,2.0,3.0,2025-05-30,2025-05-07,2025-04-10,Anacapa,0,1.0,Ventura,3.0,0,1.0,Unknown,93003,-0.3639251072655531,-0.2367095357877627,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112689337,2025-05-29,1502000.0,33.04093499,-117.2562939,310 Oakbranch Drive,-0.00867276495796107,-0.726737104895732,0,1112689337,92024 - Encinitas,Unknown,1,4.0,Unknown,1974.0,310.0,NDP2504439,2.0,3.0,2025-05-29,2025-05-13,2025-05-06,Unknown,1,1.0,Unknown,3.0,0,2.0,San Dieguito Union,92024,-0.3639251072655531,-0.14134110649340317,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
